,Actual,RF,BP,MLP
484,0.055433314293623,0.060475657097995246,0.08369105737456153,0.05483600241818451
19908,0.0,0.0,0.0,0.023494120023857284
359,0.0,0.0,0.002707350082925164,0.0
3733,0.0,0.0,0.009541814763066009,0.0
17487,0.030366653576493,0.03090432178229119,0.036953255299374294,0.058193098286745876
19139,0.087266661226749,0.08722433328628545,0.10264471592132163,0.03698001369222212
9529,0.0,0.0,0.0,0.0
24653,0.090000003576279,0.08897066745907072,0.07516276657439888,0.06536747774252036
4596,0.0,0.0,0.018240234876190337,0.0
5589,0.065466679632664,0.07203765764832493,0.07652086511052303,0.0435154487980004
2527,0.0,5.3333331597969006e-05,0.0,0.04340434126650858
22069,0.080000005662441,0.08042433865368355,0.05322865856561479,0.03031659869203071
24475,0.0,0.0,0.018635483984908746,0.0015704249699143025
19331,0.0,0.0,0.0,0.0032291624744745506
23997,0.0,0.000102333328686656,0.00993759236816913,0.04306065835893205
6491,0.092066645622253,0.0991596387140451,0.0781760855301726,0.05696790737042021
2450,0.099999979138374,0.1022906415909521,0.10924022535082206,0.032981910044297263
17008,0.0,0.0,0.0,0.0
22850,0.025633327662945,0.026482658566286177,0.021234131106181525,0.03288862390123934
11458,0.0,0.0,0.0,0.019045685997379186
24362,0.090000003576279,0.09076666668057447,0.08103803306905608,0.09451689844635844
16469,0.0,0.0,0.0,0.02672106772339719
15010,0.0,0.0,0.04186221113699448,0.0
12081,0.0,0.0,0.022135502548144087,0.0
20551,0.038099996745586,0.03676766382530343,0.04448525824438515,0.1354628320225337
15818,0.0,0.0,0.0,0.0
3566,0.049999989569187,0.05661165282130232,0.0642556907082806,0.09016727087146012
7893,0.059999972581863,0.061727982275187845,0.04735318225226223,0.09098059129092614
21537,0.0,0.0,0.0,0.0
16022,0.02000000141561,0.02745099097490318,0.04558862288589546,0.01791369952382446
12825,0.099999979138374,0.10475963570177535,0.10600883599683153,0.09537062051871878
18367,-0.0002666666405275,0.0,0.0,0.03407006909032803
766,0.026399996131659,0.02474532760679707,0.042411149786851454,0.06295686236522266
20295,0.090000003576279,0.08719700135290628,0.09285335048162519,0.09777076735233833
803,-0.0002666666405275,0.0,0.060687389647005735,0.0
22752,0.0,0.0,0.03694651259271295,0.0
334,0.0,0.0,0.0030452823681763608,0.0
19615,0.0,0.0,0.0,0.018829611383366224
13710,0.090000003576279,0.09352065928280356,0.07562415564225888,0.06103011604960287
8136,0.0,0.0,0.0,0.005119815250246601
12301,0.018999997526407,0.025496326694265048,0.004113510813469473,0.032398159015527034
15362,0.020033335313201,0.024262328511103912,0.030494883323966687,0.014050646093653446
3689,0.0,0.0,0.0,0.0
19186,0.088500007987022,0.08707199953496458,0.06913100672522118,0.03295144636007338
8039,0.0,0.0,0.00017183454229727224,0.0
1061,0.022733332589269,0.024211994904584904,0.04600776731973488,0.04507883418660205
3369,0.010000000707805,0.005870666671024542,0.0,0.021257199775643304
5211,0.0,0.0,0.017593483146096156,0.0
19137,0.081133335828781,0.08427633695304396,0.09652886768687322,0.0314731038695065
15986,0.096699982881546,0.09985564577082792,0.07773706947204298,0.06443734657262443
17355,0.0,0.0,0.0,0.0
6913,0.0,0.0,0.008091251440101838,0.0
12143,0.0,0.0,0.0,0.007036410532846288
1966,0.0,0.0,0.0,0.0
16909,0.035433329641819,0.036855996809899996,0.06360174535963384,0.016925813642361648
3213,0.0,0.0,0.0,0.00023878081568570741
4026,0.0,0.0,0.004059268612375572,0.0
1698,0.0,0.0,0.0,0.0
15673,0.070000022649765,0.0711193518899381,0.06544384985161664,0.05342850466314861
24782,0.0,0.0,0.0,0.022424795561263283
22684,-0.0002666666405275,0.0,0.0,0.0
3254,0.0,0.0,0.0064671850287024435,0.02312364184287216
2923,0.0,0.0,0.0,0.006682072990298854
12795,0.077866666018963,0.0821890038251876,0.08226828641634729,0.07339548668735435
25224,0.090000003576279,0.08900666929781448,0.09369888350133151,0.07801823321237786
9338,0.055266663432121,0.06022498786449408,0.015767105704721868,0.07375208469392822
21407,0.019333334639668,0.02048499998692091,0.02262142489214372,0.0
14832,0.061533324420452,0.06681766536086783,0.08361321052628343,0.05527041707086641
22349,0.090000003576279,0.0899836690723897,0.07867060710431159,0.08318420855748121
10365,0.0,0.0,0.0,0.0
2053,0.0,0.0,0.00559960974308607,0.0
24208,0.0,0.0,0.0,0.007074030406281101
8375,0.0,0.0,0.0,0.05758859408784564
16339,0.010199997574091,0.010974000438116393,0.04012844269172047,0.003296480541558816
4715,0.049999989569187,0.0496883243806659,0.07021396902947552,0.04397166459196797
20323,0.090000003576279,0.09426432304084305,0.07594342752974262,0.1160853127613454
2545,0.0,0.0,0.0,0.0
6417,0.0,0.0,0.0,0.024609637257958644
14630,0.0,0.0,0.0,0.0
101,0.040000002831221,0.040570334419608355,0.030773418162834826,0.04067859880974786
20927,0.030133320018649,0.03183965759669815,0.02422030435860209,0.0
133,0.090000003576279,0.09513365471114732,0.09569080309709191,0.07029289741680364
10352,0.0,0.0,0.0,0.0
13838,0.0,0.0,0.010041864650688986,0.0
222,0.0,4.0666669374332005e-05,0.04899621842516014,0.03582854553555723
1827,0.029999986290932,0.03483265949413184,0.036342048530441345,0.0
2825,0.0,0.0,0.0,0.0
13504,0.0,0.0,0.0008535075310653617,0.0
14491,0.0027666664682329,0.002057666553591843,0.0030472571007009452,0.0012939831202386787
21684,0.0,0.0,0.0,0.0
1943,0.010000000707805,0.0107763336257387,0.009280821790797894,0.07635147465538847
6649,0.0,0.0,0.0,0.0
23699,0.0,0.0,0.0,0.0
24469,0.0,0.0,0.0,0.015646112527038486
23610,0.0,0.0,0.006782605652222468,0.0
8341,0.0,0.0,0.0,0.0
18547,0.059999972581863,0.06000064119696593,0.05910296100288631,0.028396830099963827
8187,0.070000022649765,0.0740853426605463,0.05094948094711113,0.07281130602839711
24979,0.01916666701436,0.019385334433366673,0.04353421866023208,0.004860903140811862
20352,0.059999972581863,0.06248832044679478,0.043929868208271244,0.08375011645965622
19231,0.0,0.0,0.0025261824633271146,0.027150127614838676
14202,0.0,3.4666667925194004e-05,0.005809118796631346,0.0
24944,0.081699997186661,0.08879800319671642,0.08778902282170223,0.07550602043198582
9334,0.069866694509983,0.0726743246987462,0.03982845145304206,0.0842698352607388
25588,0.0,0.0,0.0,0.030386740678179786
10790,0.090000003576279,0.0914746655896308,0.09118360781786042,0.10494627388865782
2012,0.0,0.0,0.0009542558705168402,0.0
5090,0.029999986290932,0.030662656406909655,0.038433126179004656,0.03670346497021151
9736,0.0,0.0,0.0014087683547931162,0.0
9733,0.0,0.0,0.0,0.0
2447,0.099999979138374,0.10016164630651404,0.10286556058180517,0.05953388817879421
8657,0.0,0.0,0.0,0.0051199636570332385
1498,0.0,0.0,0.008133808193068415,0.0
8516,0.099999979138374,0.1062716335058207,0.10562309383625415,0.11200271989789753
13246,0.0,0.0,0.0,0.02215367757221476
14876,0.057166662067175,0.0686960053071379,0.06069444919517972,0.04822028114641705
2733,0.090000003576279,0.10199797488749038,0.09963307103732741,0.075536393676879
17239,0.0,0.0,0.0,0.0
7877,0.029999986290932,0.032884325154591366,0.0198846139131946,0.017283241481024975
2485,0.080000005662441,0.08513933457434174,0.060765989933866865,0.09038601452421721
9622,0.077300004661083,0.08055431455373739,0.05160031418383251,0.060205790739969206
3328,0.099999979138374,0.10647629760205785,0.08269706082837197,0.13330186028434218
20997,0.0,0.0,0.0,0.0
3519,0.0,0.0,0.008989391314665085,0.0
829,0.0,0.0,0.00840974615912346,0.02274917282395314
18829,0.049999989569187,0.04991632271558041,0.05303433600837029,0.030487397781038567
23770,0.073733322322369,0.07941433768719432,0.10026804443441542,0.0686894520206188
13573,0.0,0.0,0.012558411332008329,0.03382109162459604
4490,0.092466667294502,0.1044529679417611,0.08223898134264301,0.15057788262278532
8100,0.0,0.0,0.0,0.06562492717305499
15716,0.090266674757004,0.09803464821229381,0.09061244987153275,0.09351245727647303
18056,0.049999989569187,0.0487946582585572,0.03465397134169057,0.07183059736605321
21896,0.0,0.0,0.0250692235785476,0.0
22066,0.080399997532368,0.08219067037105553,0.07419217980473439,0.07258308694932045
22767,0.0,0.0,0.012726318092304928,0.0
10581,0.02000000141561,0.02217066447206174,0.016750280494525677,0.06523616168707677
8124,0.0,0.0,0.0,0.024707082282557774
22563,0.029999986290932,0.029162321006879443,0.030594128773566348,0.0005144504609155276
7755,0.0,0.0,0.0,0.039305666641634124
20945,0.01113333273679,0.016186999147757782,0.01856429328316947,0.010027135724789332
23711,0.010000000707805,0.011502666783053426,0.023446446017549,0.0060558211278633756
8005,0.0,0.0,0.002596559052037234,0.0
3429,0.0,0.0,0.0,0.0
7552,0.0,0.0,0.0,0.02514421168085454
5915,0.087166666984558,0.0968726492524147,0.0809178177473531,0.07261098491323156
24685,0.029999986290932,0.031709322556853485,0.05829280956030172,0.024798826648354172
11502,0.0,0.0,0.0,0.0
15575,0.0,0.0,0.0,0.005271938882063371
5405,0.0,0.005953333310026173,0.013688273565309578,0.020689735161001116
22540,0.0,0.0,0.0,0.036535378463888185
16695,0.0,0.0,0.0,0.007618135434365264
11229,0.0,0.0,0.0002168410547859767,0.0
6011,0.0,0.0,0.0,0.0
13198,0.0,0.0,0.0,0.0
21039,0.0,0.0,0.004986021906524862,0.0
11152,0.030266653746367,0.03223632320761694,0.02956391584240095,0.08371238302060155
5260,0.0,0.0,0.004243431068379072,0.0005221044155761245
15053,0.0,0.0,0.001169981387281499,0.028633991744498516
16712,0.0,0.0,0.0,0.0
4900,0.0,0.0,0.027220919523467585,0.0074346351392829135
21319,0.0,0.0,0.022160156243118817,0.0
353,0.0,0.0,0.0030247406223676554,0.0015989409574733437
